estado;cidade;marca;modelo;cambio;ano;km;preco;link;faixa_preco;preco_norm;km_norm
DF;Brasília;Chevrolet;Equinox Equinox 1.5 Premier AWD automático;ERRO;2023/2023;31395.0;;https://www.icarros.com.br/comprar/brasilia-df/chevrolet/equinox/2023/d53576813?pos=95&hfv=false&financiamento=true;;;0.03138437661251935
MA;São Luís;Fiat;Fastback Fastback 1.3 Turbo 270 Limited Edition (Aut) automático;Não informado;2022/2023;35854.0;120000.0;https://www.icarros.com.br/comprar/sao-luis-ma/fiat/fastback/2023/d52641507?pos=99&hfv=true;Premium;0.18659500071630578;0.03584343012116145
TO;Palmas;Fiat;Pulse Pulse 1.3 Drive automático;Não informado;2023/2023;43776.0;92990.0;https://www.icarros.com.br/comprar/palmas-to/fiat/pulse/2023/d53508222?pos=100&hfv=false&financiamento=true;Intermediário;0.13882359599646976;0.04376552518630224
CE;Fortaleza;Hyundai;ix35 ix35 2.0L 16v (Flex) (Aut) automático;Não informado;2013/2014;103433.0;71900.0;https://www.icarros.com.br/comprar/fortaleza-ce/hyundai/ix35/2014/d52913093?pos=98&hfv=true&financiamento=true;Intermediário;0.10152263614673479;0.10342324107889295
SP;São José do Rio Preto;Toyota;Corolla Corolla Sedan 2.0 Dual VVT-i XEI (aut)(flex) automático;Não informado;2012/2013;131000.0;65900.0;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/toyota/corolla/2013/d53158389?pos=102&hfv=true&financiamento=true;Popular;0.09091069877838914;0.13099057188686264
PA;Belém;Volkswagen;Taos Taos 1.4 250 TSI Highline (Aut) automático;ERRO;2021/2022;26000.0;;https://www.icarros.com.br/comprar/belem-pa/volkswagen/taos/2022/d53066063?pos=101&hfv=true&financiamento=true;;;0.02598931187174246
MT;Cuiabá;Hyundai;Creta Creta 1.6 Action (Aut) automático;Não informado;2021/2021;58000.0;102990.0;https://www.icarros.com.br/comprar/cuiaba-mt/hyundai/creta/2021/d53447264?pos=103&hfv=true;Intermediário;0.15651015827704584;0.057989695876350514
RJ;Macaé;Chevrolet;Prisma Prisma 1.4 LT SPE/4 manual;Não informado;2019/2019;88000.0;61900.0;https://www.icarros.com.br/comprar/macae-rj/chevrolet/prisma/2019/d53220686?pos=105&hfv=true;Popular;0.08383607386615871;0.08799005588067056
SP;Carapicuíba;Ford;Ka Ka 1.0 SE (Flex) manual;Não informado;2016/2017;145000.0;42900.0;https://www.icarros.com.br/comprar/carapicuiba-sp/ford/ka/2017/d53319155?pos=104&hfv=true&financiamento=true;Popular;0.05023160553306415;0.14499073988887867
BA;Vitória da Conquista;Fiat;Argo Argo 1.0 Drive manual;Não informado;2024/2025;17061.0;79790.0;https://www.icarros.com.br/comprar/vitoria-da-conquista-ba/fiat/argo/2025/d53476455?pos=106&hfv=false&financiamento=true;Intermediário;0.11547733378610933;0.01705020460245523
RN;Mossoró;Hyundai;HB20S HB20S 1.0 Comfort Plus manual;Não informado;2023/2024;51756.0;80690.0;https://www.icarros.com.br/comprar/mossoro-rn/hyundai/hb20s/2024/d53205845?pos=108&hfv=false&financiamento=true;Intermediário;0.11706912439136118;0.051745620947451366
SP;Sorocaba;Jac;T40 T40 1.6 16V DVVT CVT automático;Não informado;2018/2019;73859.0;63900.0;https://www.icarros.com.br/comprar/sorocaba-sp/jac/t40/2019/d53128376?pos=109&hfv=true&financiamento=true;Popular;0.08737338632227393;0.07384888618663424
RS;Canoas;Fiat;Strada Strada 1.3 Cabine Plus Endurance manual;Não informado;2023/2024;40275.0;81990.0;https://www.icarros.com.br/comprar/canoas-rs/fiat/strada/2024/d53568432?pos=107&hfv=false&financiamento=true;Intermediário;0.11936837748783606;0.040264483173798084
RO;Porto Velho;Citroën;C3 C3 1.0 Live Pack manual;Não informado;2023/2023;42335.0;65090.0;https://www.icarros.com.br/comprar/porto-velho-ro/citroen/c3/2023/d53440774?pos=110&hfv=false&financiamento=true;Popular;0.08947808723366248;0.042324507894094726
MG;Itajubá;BMW;X1 X1 2.0 sDrive18i Top (aut) automático;Não informado;2013/2014;130000.0;78500.0;https://www.icarros.com.br/comprar/itajuba-mg/bmw/x1/2014/d52795211?pos=111&hfv=true&financiamento=true;Intermediário;0.11319576725191502;0.12999055988671865
MG;Uberlândia;Citroën;C3 C3 Exclusive 1.6 16V (Flex)(aut) automático;Não informado;2011/2012;26673.0;39900.0;https://www.icarros.com.br/comprar/uberlandia-mg/citroen/c3/2012/d53404540?pos=113&hfv=true&financiamento=true;Popular;0.044925636848891316;0.026662319947839373
RS;Porto Alegre;Jeep;Commander Commander 2.0 TD380 Overland 4WD automático;Não informado;2022/2022;69000.0;199000.0;https://www.icarros.com.br/comprar/porto-alegre-rs/jeep/commander/2022/d53543019?pos=112&hfv=true&financiamento=true;Premium;0.3263188427328569;0.06898982787793453
SP;São Paulo;Mitsubishi;Pajero TR4 Pajero TR4 2.0 16V Long Range (aut) automático;Não informado;2006/2007;141243.0;49900.0;https://www.icarros.com.br/comprar/sao-paulo-sp/mitsubishi/pajero-tr4/2007/d53569837?pos=114&hfv=true&financiamento=true;Popular;0.0626121991294674;0.14123369480433765
SP;Mogi das Cruzes;Mitsubishi;Pajero TR4 Pajero TR4 2.0 16V 4x2 (Flex) manual;Não informado;2014/2015;113260.0;62900.0;https://www.icarros.com.br/comprar/mogi-das-cruzes-sp/mitsubishi/pajero-tr4/2015/d52863413?pos=116&hfv=true&financiamento=true;Popular;0.08560473009421632;0.11325035900430805
RS;Cachoeira do Sul;Fiat;Palio Palio Attractive 1.0 8V (Flex) manual;Não informado;2013/2014;89350.0;38900.0;https://www.icarros.com.br/comprar/cachoeira-do-sul-rs/fiat/palio/2014/d52278966?pos=117&hfv=true&financiamento=true;Popular;0.04315698062083371;0.08934007208086497
SP;Rio Claro;Hyundai;HB20 HB20 1.0 Comfort Plus blueMedia manual;Não informado;2016/2017;154980.0;53990.0;https://www.icarros.com.br/comprar/rio-claro-sp/hyundai/hb20/2017/d53141279?pos=115&hfv=true&financiamento=true;Popular;0.06984600310222303;0.15497085965031582
SP;Osasco;Volkswagen;Voyage Voyage 1.6 VHT City (Flex) manual;Não informado;2015/2016;80000.0;45900.0;https://www.icarros.com.br/comprar/osasco-sp/volkswagen/voyage/2016/d53577576?pos=118&hfv=true&financiamento=true;Popular;0.05553757421723697;0.07998995987951855
PE;Carpina;Fiat;Fiorino Fiorino 1.4 Endurance manual;Não informado;2021/2021;29611.0;79900.0;https://www.icarros.com.br/comprar/carpina-pe/fiat/fiorino/2021/d53549661?pos=119&hfv=true&financiamento=true;Intermediário;0.11567188597119567;0.029600355204262453
PA;Belém;Kia;Sorento Sorento EX 2.4 16V 4WD (aut) (S.457) automático;Não informado;2011/2012;97315.0;59990.0;https://www.icarros.com.br/comprar/belem-pa/kia/sorento/2012/d53567441?pos=121&hfv=true&financiamento=true;Popular;0.08045794047056867;0.09730516766201194
MG;Guaxupé;Fiat;Fastback Fastback 1.0 Turbo 200 Audace (Aut) automático;ERRO;2023/2024;20500.0;;https://www.icarros.com.br/comprar/guaxupe-mg/fiat/fastback/2024/d53421427?pos=120&hfv=true&financiamento=true;;;0.02048924587095045
PA;Santarém;Chevrolet;Onix Onix 1.0 Turbo LT R7F manual;Não informado;2023/2023;29162.0;73900.0;https://www.icarros.com.br/comprar/santarem-pa/chevrolet/onix/2023/d53486513?pos=122&hfv=true&financiamento=true;Intermediário;0.10505994860285;0.029151349816197793
SP;São Bernardo do Campo;Mitsubishi;ASX ASX 2.0 16V CVT automático;Não informado;2018/2018;83027.0;83990.0;https://www.icarros.com.br/comprar/sao-bernardo-do-campo-sp/mitsubishi/asx/2018/d53585410?pos=124&hfv=true&financiamento=true;Intermediário;0.12290568994395129;0.08301699620395445
PA;Santarém;Chevrolet;Onix Onix 1.0 Turbo LT manual;ERRO;2024/2024;21175.0;;https://www.icarros.com.br/comprar/santarem-pa/chevrolet/onix/2024/d53479786?pos=123&hfv=true&financiamento=true;;;0.021164253971047653
GO;Anápolis;Volkswagen;Fox Fox 1.6 16v MSI Highline (Flex) manual;ERRO;2015/2016;97000.0;;https://www.icarros.com.br/comprar/anapolis-go/volkswagen/fox/2016/d53577377?pos=125&hfv=true;;;0.09699016388196659
SC;Blumenau;Renault;Sandero Sandero RS 2.0 16V (Flex) manual;Não informado;2019/2020;85000.0;79900.0;https://www.icarros.com.br/comprar/blumenau-sc/renault/sandero/2020/d52535735?pos=126&hfv=true&financiamento=true;Intermediário;0.11567188597119567;0.08499001988023856
PA;Belém;Jeep;Compass Compass 1.3 T270 Limited automático;Não informado;2023/2023;25000.0;159990.0;https://www.icarros.com.br/comprar/belem-pa/jeep/compass/2023/d53246961?pos=127&hfv=true&financiamento=true;Premium;0.25732356327632955;0.02498929987159846
CE;Iguatu;Chevrolet;Tracker Tracker 1.2 Turbo Premier (Aut) automático;Não informado;2024/2025;2591.0;160000.0;https://www.icarros.com.br/comprar/iguatu-ce/chevrolet/tracker/2025/d53110389?pos=128&hfv=true&financiamento=true;Premium;0.2573412498386101;0.0025800309603715246
PA;Castanhal;Volkswagen;Fox Fox 1.6 MSI Xtreme (Flex) manual;Não informado;2018/2019;46900.0;66900.0;https://www.icarros.com.br/comprar/castanhal-pa/volkswagen/fox/2019/d53549173?pos=130&hfv=true&financiamento=true;Popular;0.09267935500644675;0.0468895626747521
SP;José Bonifácio;Fiat;Idea Idea Adventure 1.8 (Flex) manual;Não informado;2009/2010;119112.0;32000.0;https://www.icarros.com.br/comprar/jose-bonifacio-sp/fiat/idea/2010/d52383010?pos=129&hfv=true&financiamento=true;Popular;0.03095325264723621;0.11910242922915075
CE;Quixadá;Fiat;Strada Strada 1.4 Cabine Plus Endurance manual;Não informado;2023/2023;200.0;79900.0;https://www.icarros.com.br/comprar/quixada-ce/fiat/strada/2023/d53453858?pos=131&hfv=true&financiamento=true;Intermediário;0.11567188597119567;0.00018900226802721632
GO;Aparecida de Goiânia;Renault;Duster Duster 1.6 Intense manual;Não informado;2023/2024;74337.0;99900.0;https://www.icarros.com.br/comprar/aparecida-de-goiania-go/renault/duster/2024/d53046858?pos=132&hfv=true&financiamento=true;Intermediário;0.15104501053234784;0.07432689192270307
PA;Bragança;Toyota;Corolla Corolla 2.0 XEi CVT automático;Não informado;2022/2023;55000.0;119000.0;https://www.icarros.com.br/comprar/braganca-pa/toyota/corolla/2023/d53404426?pos=134&hfv=true&financiamento=true;Intermediário;0.18482634448824817;0.05498965987591851
MG;Contagem;Volkswagen;Voyage Voyage 1.0 Total Flex manual;Não informado;2009/2009;137503.0;30900.0;https://www.icarros.com.br/comprar/contagem-mg/volkswagen/voyage/2009/d53585935?pos=136&hfv=true&financiamento=true;Popular;0.029007730796372838;0.1374936499237991
CE;Fortaleza;Chevrolet;Tracker Tracker 1.0 Turbo LTZ (Aut) automático;ERRO;2023/2024;32272.0;;https://www.icarros.com.br/comprar/fortaleza-ce/chevrolet/tracker/2024/d53494569?pos=133&hfv=false&financiamento=true;;;0.03226138713664564
PA;Bragança;Fiat;Strada Strada 1.0 T200 Cabine Dupla Ultra cvt (aut) automático;Não informado;2024/2025;200.0;137000.0;https://www.icarros.com.br/comprar/braganca-pa/fiat/strada/2025/d53404340?pos=135&hfv=true&financiamento=true;Premium;0.2166621565932851;0.00018900226802721632
SC;Capivari de Baixo;Volkswagen;Jetta Jetta 2.0 Comfortline Tiptronic (Flex) automático;Não informado;2012/2012;133000.0;61900.0;https://www.icarros.com.br/comprar/capivari-de-baixo-sc/volkswagen/jetta/2012/d52560951?pos=137&hfv=true;Popular;0.08383607386615871;0.13299059588715065
DF;Brasília;Renault;Duster Duster 1.6 Expression manual;Não informado;2019/2020;300.0;74990.0;https://www.icarros.com.br/comprar/brasilia-df/renault/duster/2020/d53377812?pos=139&hfv=true;Intermediário;0.1069877838914328;0.0002890034680416165
RS;Alvorada;Volkswagen;Saveiro Saveiro Robust 1.6 MSI CD (Flex) manual;Não informado;2019/2020;144443.0;61990.0;https://www.icarros.com.br/comprar/alvorada-rs/volkswagen/saveiro/2020/d53514274?pos=138&hfv=true&financiamento=true;Popular;0.08399525292668389;0.14443373320479846
GO;Jataí;Fiat;Strada Strada Cabine Plus Freedom manual;ERRO;2021/2021;152000.0;;https://www.icarros.com.br/comprar/jatai-go/fiat/strada/2021/d52911127?pos=140&hfv=true;;;0.1519908238898867
RJ;Niterói;Honda;Fit Fit 1.5 Personal CVT automático;Não informado;2021/2021;52533.0;96900.0;https://www.icarros.com.br/comprar/niteroi-rj/honda/fit/2021/d53579489?pos=142&hfv=true&financiamento=true;Intermediário;0.14573904184817502;0.05252263027156326
PR;Londrina;Citroën;C4 Cactus C4 Cactus 1.6 C-Series (Aut) automático;Não informado;2020/2021;53130.0;79900.0;https://www.icarros.com.br/comprar/londrina-pr/citroen/c4-cactus/2021/d53524322?pos=141&hfv=true&financiamento=true;Intermediário;0.11567188597119567;0.05311963743564923
PA;Belém;Chevrolet;Cruze Cruze LT 1.4 Ecotec (Aut) automático;Não informado;2022/2023;38000.0;103990.0;https://www.icarros.com.br/comprar/belem-pa/chevrolet/cruze/2023/d53534928?pos=143&hfv=true&financiamento=true;Intermediário;0.15827881450510345;0.03798945587347048
SP;São José do Rio Preto;Fiat;Strada Strada 1.4 CE Hard Working manual;Não informado;2019/2020;117210.0;59900.0;https://www.icarros.com.br/comprar/sao-jose-do-rio-preto-sp/fiat/strada/2020/d53522283?pos=146&hfv=true;Popular;0.0802987614100435;0.11720040640487686
SP;São Paulo;Fiat;Fastback Fastback 1.0 Turbo 200 Hybrid Impetus cvt t200 mhev (Aut) automático;Não informado;2024/2025;2356.0;137990.0;https://www.icarros.com.br/comprar/sao-paulo-sp/fiat/fastback/2025/d53585135?pos=145&hfv=true&financiamento=true;Premium;0.21841312625906215;0.002345028140337684
MG;Belo Horizonte;Toyota;Corolla Corolla 2.0 XEi CVT automático;Não informado;2022/2023;74057.0;127900.0;https://www.icarros.com.br/comprar/belo-horizonte-mg/toyota/corolla/2023/d53566945?pos=144&hfv=true&financiamento=true;Premium;0.2005673849179609;0.07404688856266275
GO;São Luís de Montes Belos;Hyundai;HB20S HB20S 1.0 Comfort Plus manual;Não informado;2024/2025;60000.0;86900.0;https://www.icarros.com.br/comprar/sao-luis-de-montes-belos-go/hyundai/hb20s/2025/d53546962?pos=147&hfv=true&financiamento=true;Intermediário;0.12805247956759894;0.05998971987663852
PE;Caruaru;Fiat;Fiorino Fiorino 1.4 Endurance manual;Não informado;2022/2022;29000.0;90000.0;https://www.icarros.com.br/comprar/caruaru-pe/fiat/fiorino/2022/d53545041?pos=148&hfv=true&financiamento=true;Intermediário;0.1335353138745775;0.028989347872174467
SP;São Paulo;Kia;Sorento Sorento 2.4 EX 4WD (Aut) automático;Não informado;2018/2019;95000.0;118990.0;https://www.icarros.com.br/comprar/sao-paulo-sp/kia/sorento/2019/d53520560?pos=150&hfv=true&financiamento=true;Intermediário;0.1848086579259676;0.09499013988167858
CE;Fortaleza;Chevrolet;Tracker Tracker 1.0 Turbo LTZ (Aut) automático;ERRO;2023/2024;48248.0;;https://www.icarros.com.br/comprar/fortaleza-ce/chevrolet/tracker/2024/d53447773?pos=149&hfv=false&financiamento=true;;;0.04823757885094621
SP;São Paulo;Jeep;Compass Compass 2.0 TDI Série S 4WD automático;Não informado;2019/2019;83302.0;119990.0;https://www.icarros.com.br/comprar/sao-paulo-sp/jeep/compass/2019/d53570498?pos=151&hfv=true&financiamento=true;Intermediário;0.1865773141540252;0.08329199950399405
MT;Sinop;Toyota;SW4 SW4 2.8 TDI SRX 7L 4x4 (Aut) automático;Não informado;2019/2020;61000.0;254900.0;https://www.icarros.com.br/comprar/sinop-mt/toyota/sw4/2020/d53457118?pos=153&hfv=true&financiamento=true;Premium;0.4251867258812772;0.06098973187678252
MT;Sinop;Toyota;Hilux Cabine Dupla Hilux 2.8 TDI SRX CD 4x4 (Aut) automático;Não informado;2017/2018;111000.0;195000.0;https://www.icarros.com.br/comprar/sinop-mt/toyota/hilux-cabine-dupla/2018/d53552356?pos=152&hfv=true&financiamento=true;Premium;0.3192442178206264;0.11099033188398261
SP;Osasco;Renault;Symbol Symbol 1.6 8V Expression Hi-Torque (flex) manual;Não informado;2010/2010;165000.0;27900.0;https://www.icarros.com.br/comprar/osasco-sp/renault/symbol/2010/d53585661?pos=154&hfv=true&financiamento=true;Popular;0.023701762112200014;0.1649909798917587
PR;Curitiba;Renault;Sandero Stepway Sandero Stepway 1.6 16V (Flex) manual;Não informado;2011/2012;142488.0;37900.0;https://www.icarros.com.br/comprar/curitiba-pr/renault/sandero-stepway/2012/d53587609?pos=155&hfv=true&financiamento=true;Popular;0.0413883243927761;0.14247870974451693
SP;Osasco;Citroën;C3 C3 Tendance 1.5 8V (Flex) manual;Não informado;2013/2014;132000.0;40900.0;https://www.icarros.com.br/comprar/osasco-sp/citroen/c3/2014/d52818716?pos=156&hfv=true&financiamento=true;Popular;0.046694293076948924;0.13199058388700666
SP;Limeira;Peugeot;208 208 Allure 1.6 8V (Flex) (Aut) automático;Não informado;2016/2016;73000.0;50900.0;https://www.icarros.com.br/comprar/limeira-sp/peugeot/208/2016/d53105350?pos=158&hfv=true&financiamento=true;Popular;0.06438085535752501;0.07298987587851054
AC;Rio Branco;Volkswagen;Up! Up! 1.0 12v E-Flex high up! manual;Não informado;2015/2015;94000.0;42000.0;https://www.icarros.com.br/comprar/rio-branco-ac/volkswagen/up-/2015/d53529477?pos=157&hfv=true&financiamento=true;Popular;0.048639814927812296;0.09399012788153457
RJ;Maricá;Fiat;Grand Siena Grand Siena 1.4 manual;Não informado;2021/2021;200.0;57900.0;https://www.icarros.com.br/comprar/marica-rj/fiat/grand-siena/2021/d53589670?pos=159&hfv=true&financiamento=true;Popular;0.07676144895392828;0.00018900226802721632
RS;Porto Alegre;Hyundai;HB20 HB20 1.6 S Comfort Plus (Aut) automático;Não informado;2019/2019;72000.0;71900.0;https://www.icarros.com.br/comprar/porto-alegre-rs/hyundai/hb20/2019/d53276380?pos=162&hfv=true;Intermediário;0.10152263614673479;0.07198986387836655
PA;Santarém;Chevrolet;Onix Onix 1.0 LT manual;Não informado;2021/2022;56512.0;67390.0;https://www.icarros.com.br/comprar/santarem-pa/chevrolet/onix/2022/d53473565?pos=161&hfv=false&financiamento=true;Popular;0.09354599655819498;0.05650167802013624
PE;Carpina;Volkswagen;Saveiro Saveiro Robust 1.6 MSI CS (Flex) manual;Não informado;2019/2020;53571.0;63900.0;https://www.icarros.com.br/comprar/carpina-pe/volkswagen/saveiro/2020/d53550433?pos=160&hfv=true&financiamento=true;Popular;0.08737338632227393;0.053560642727712736
CE;Fortaleza;Hyundai;HB20 HB20 1.0 Comfort Plus manual;Não informado;2023/2024;45687.0;72490.0;https://www.icarros.com.br/comprar/fortaleza-ce/hyundai/hb20/2024/d53562126?pos=163&hfv=false&financiamento=true;Intermediário;0.10256614332128879;0.04567654811857742
CE;Fortaleza;Toyota;Corolla Corolla 1.8 GLi Upper Multi-Drive (Flex) automático;Não informado;2016/2017;108837.0;87900.0;https://www.icarros.com.br/comprar/fortaleza-ce/toyota/corolla/2017/d53578515?pos=165&hfv=true&financiamento=true;Intermediário;0.12982113579565654;0.10882730592767113
PA;Santarém;Peugeot;Partner Rapid Partner Rapid 1.4 Business Pack manual;Não informado;2022/2023;44673.0;82190.0;https://www.icarros.com.br/comprar/santarem-pa/peugeot/partner-rapid/2023/d53228051?pos=164&hfv=false&financiamento=true;Intermediário;0.11972210873344759;0.0446625359504314
MA;Imperatriz;Fiat;Pulse Pulse 1.3 Drive (Aut) automático;Não informado;2023/2024;62252.0;92590.0;https://www.icarros.com.br/comprar/imperatriz-ma/fiat/pulse/2024/d53554978?pos=166&hfv=false&financiamento=true;Intermediário;0.1381161335052467;0.06224174690096281
TO;Palmas;Chevrolet;Tracker Tracker 1.2 Turbo Premier (Aut) automático;Não informado;2023/2024;52553.0;115990.0;https://www.icarros.com.br/comprar/palmas-to/chevrolet/tracker/2024/d53493280?pos=167&hfv=false&financiamento=true;Intermediário;0.17950268924179477;0.05254263051156614
CE;Fortaleza;Toyota;Corolla Cross Corolla Cross 2.0 XRE CVT automático;Não informado;2024/2025;200.0;198000.0;https://www.icarros.com.br/comprar/fortaleza-ce/toyota/corolla-cross/2025/d53544385?pos=170&hfv=true&financiamento=true;Premium;0.3245501865047993;0.00018900226802721632
RJ;Campos dos Goytacazes;Chevrolet;Spin Spin 1.8 Premier 7S Econoflex (Aut) automático;Não informado;2024/2025;30770.0;129190.0;https://www.icarros.com.br/comprar/campos-dos-goytacazes-rj/chevrolet/spin/2025/d53434620?pos=169&hfv=false&financiamento=true;Premium;0.2028489514521552;0.03075936911242935
SC;Florianópolis;Jeep;Compass Compass 2.0 TDI Limited 4WD automático;Não informado;2020/2020;83000.0;127000.0;https://www.icarros.com.br/comprar/florianopolis-sc/jeep/compass/2020/d53453965?pos=168&hfv=true&financiamento=true;Premium;0.19897559431270903;0.08298999587995055
PR;Campo Largo;Fiat;Idea Idea ELX 1.4 (Flex) manual;ERRO;2005/2006;97489.0;;https://www.icarros.com.br/comprar/campo-largo-pr/fiat/idea/2006/d53593906?pos=171&hfv=true;;;0.097479169750037
PR;Goioerê;Chevrolet;Meriva Meriva Collection 1.4 (Flex) manual;Não informado;2012/2012;190000.0;32900.0;https://www.icarros.com.br/comprar/goioere-pr/chevrolet/meriva/2012/d53026224?pos=173&hfv=true;Popular;0.032545043252488054;0.18999127989535874
SC;Joinville;Fiat;Siena Siena ELX 1.0 8V (Flex) manual;Não informado;2008/2008;118500.0;27900.0;https://www.icarros.com.br/comprar/joinville-sc/fiat/siena/2008/d53594811?pos=172&hfv=true&financiamento=true;Popular;0.023701762112200014;0.11849042188506262
